pos_feature,neg_feature,pos_corr,neg_corr,net_corr,delta_pos_only,delta_neg_only,delta_both,masking_ratio,direction_delta,capability_degradation,cancellation_confirmed
206.0,15.0,0.602889673969007,-0.6028435073765708,4.616659243616983e-05,0.006719512939453125,0.01923954963684082,0.025530223846435548,0.9834801919908303,-0.011914653778076172,0.0018905608728528023,False
27.0,189.0,0.6505355948218398,-0.6504850113981717,5.058342366803803e-05,-0.00046349525451660155,0.012122812271118165,0.011471519470214844,0.9838929204755891,-0.011914653778076172,-0.005523677095770836,False
172.0,22.0,0.6094814046547452,-0.6094051804984358,7.622415630936796e-05,0.010324487686157227,-0.0030967521667480467,0.007058925628662109,0.9766441521976347,-0.011914653778076172,0.0016776151582598687,False
145.0,178.0,0.6431405902837999,-0.6432241595135628,-8.356922976293646e-05,-0.009350042343139648,-0.013139400482177734,-0.02237168312072754,0.994763778475771,-0.011914653778076172,0.005767062343657017,False
19.0,248.0,0.6092279236640267,-0.6091056476203557,0.0001222760436709,-0.0015150070190429687,-0.004332323074340821,-0.005595779418945313,0.9569802507433085,-0.011914653778076172,0.0006136288493871688,False
